generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1761580679-p2bv8Yokdj0a943yjHY1,2025-10-27 15:57:59.455,0.003131,,-0.004768,0,0,36440,1223,305,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8432,3354,Kilo Code,
gen-1761580637-oxZugpuhpH8gMVfK4ECC,2025-10-27 15:57:17.304,0.002849,,-0.004065,0,0,31795,1113,301,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5771,2475,Kilo Code,
gen-1761580628-LDydfHhm7Jl62WPOlXyq,2025-10-27 15:57:08.045,0.002827,,-0.00329,0,0,27109,1392,476,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8061,3714,Kilo Code,
gen-1761580617-ZmYuVaR2esVCky43QcYd,2025-10-27 15:56:57.528,0.003713,,-0.000022,0,0,16101,1031,717,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6288,4977,Kilo Code,
gen-1761580612-e5JcEbeVYJ8nZzVVLJ0q,2025-10-27 15:56:52.645,0.003093,,-0.000022,0,0,14861,288,272,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3153,3100,Kilo Code,
gen-1761580602-haVpWqla80uu8uZlwxKZ,2025-10-27 15:56:42.135,0.005022,,-0.000022,0,0,21943,1312,403,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7740,3783,Kilo Code,
gen-1761580582-QBBPkeZzHM0hEbGUFeMg,2025-10-27 15:56:22.393,0.004855,,-0.000022,0,0,17364,2809,1934,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,19310,13899,Kilo Code,
gen-1761579941-Rfv2AqdUCplWPoU4jdtX,2025-10-27 15:45:41.459,0.004382,,-0.000022,0,0,17382,1857,1798,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14877,14692,Kilo Code,
gen-1761578252-fem7cXZdpLaRxRBzN6pb,2025-10-27 15:17:32.689,0.006083,,-0.015154,0,0,104195,797,437,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6067,4835,Kilo Code,
gen-1761578244-ms2ti7m5d0i2kXcbaxly,2025-10-27 15:17:24.658,0.005684,,-0.014729,0,0,101033,415,380,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5504,5383,Kilo Code,
gen-1761578230-pNkPYbLk52mBQTtRzp9V,2025-10-27 15:17:10.726,0.005664,,-0.014448,0,0,98200,946,587,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9432,7142,Kilo Code,
gen-1761578215-eY2F4X6dCFrPMhIWIQbJ,2025-10-27 15:16:55.966,0.019503,,-0.000022,0,0,96329,521,318,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9485,8687,Kilo Code,
gen-1761578205-UAWfWKbB5wxyqVWQar4h,2025-10-27 15:16:45.628,0.005326,,-0.013982,0,0,94855,676,657,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7899,7834,Kilo Code,
gen-1761578200-HBc39BZVpMVC8HMlcyJd,2025-10-27 15:16:40.079,0.005103,,-0.013744,0,0,93223,407,223,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3613,2948,Kilo Code,
gen-1761578191-R777lUAS33Sng7Jh9cas,2025-10-27 15:16:31.081,0.005605,,-0.013166,0,0,91635,891,708,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6974,6312,Kilo Code,
gen-1761578167-Bq2Gb0eZb1VZ3RwS5E1D,2025-10-27 15:16:07.145,0.011322,,-0.007937,0,0,87782,3407,877,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,18570,9576,Kilo Code,
gen-1761578156-mJvWJs4gU8tfMPXeJDcW,2025-10-27 15:15:56.549,0.003588,,-0.00755,0,0,52921,1108,938,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7988,7459,Kilo Code,
gen-1761578149-6Kfcl6092B2QAY5Pz61x,2025-10-27 15:15:49.838,0.003077,,-0.007305,0,0,50339,631,596,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4889,4850,Kilo Code,
gen-1761578141-eygTjI0nJg0prWma9y5U,2025-10-27 15:15:41.190,0.006956,,-0.003096,0,0,48711,621,524,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7068,6499,Kilo Code,
gen-1761578135-Vc9g1bPfa19Ry0OAM3MY,2025-10-27 15:15:35.404,0.002128,,-0.002277,0,0,20645,554,516,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3987,3934,Kilo Code,
gen-1761578126-YJECvmg1jfIk0wOcnqXE,2025-10-27 15:15:26.201,0.003473,,-0.000022,0,0,15191,914,875,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6880,6745,Kilo Code,
gen-1761578115-YWDT0L0oM6WVS7TxhgMz,2025-10-27 15:15:14.993,0.004307,,-0.009953,0,0,69222,833,420,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7152,4797,Kilo Code,
gen-1761578002-71wsAIWC1q2mCN9AOnIe,2025-10-27 15:13:22.428,0.004254,,-0.009421,0,0,66361,809,175,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5692,2233,Kilo Code,
gen-1761577993-bmHqVzyjdXnhmbhGUPvX,2025-10-27 15:13:12.980,0.002902,,-0.006621,0,0,45582,814,454,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5387,4020,Kilo Code,
gen-1761577986-q5yGECXAjee4yWM7pDsk,2025-10-27 15:13:06.292,0.00263,,-0.006423,0,0,44146,451,421,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4654,4559,Kilo Code,
gen-1761577979-gXcYsq1kiREzv1BOIMza,2025-10-27 15:12:59.063,0.00265,,-0.006195,0,0,42831,560,502,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5074,4889,Kilo Code,
gen-1761577973-xyFo01P4x7LUUVaQVtTv,2025-10-27 15:12:53.818,0.002439,,-0.006001,0,0,41307,360,256,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3182,2885,Kilo Code,
gen-1761577968-DNuawGvt0pz29E368U9I,2025-10-27 15:12:48.339,0.002334,,-0.005803,0,0,40015,269,234,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3407,3279,Kilo Code,
gen-1761577957-3daUA9tNUWwojShgEHQO,2025-10-27 15:12:37.190,0.005118,,-0.002902,0,0,38695,563,521,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9044,8884,Kilo Code,
gen-1761577914-ZLaRvCXfNevD3GWdKV0b,2025-10-27 15:11:54.391,0.001429,,-0.002681,0,0,19354,480,396,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4596,4268,Kilo Code,
gen-1761577910-hSFeHoyQGCDVN1HWhplq,2025-10-27 15:11:50.398,0.001143,,-0.002471,0,0,17880,77,58,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,1454,1396,Kilo Code,
gen-1761577906-t4A0i2WcnaKHAxn221jU,2025-10-27 15:11:46.592,0.003296,,-0.000085,0,0,16481,173,105,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2032,1847,Kilo Code,
gen-1761577902-oLpUR0BtKvSJvzXFcgmZ,2025-10-27 15:11:42.328,0.001447,,-0.001761,0,0,15126,368,301,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2305,2146,Kilo Code,
gen-1761577894-4s3GSl53zZqEeuPOwYxt,2025-10-27 15:11:34.763,0.003788,,-0.009076,0,0,62818,603,255,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4919,2923,Kilo Code,
gen-1761577886-zzhG3pFfBAT2hj2Y4A1L,2025-10-27 15:11:26.447,0.012258,,-0.000023,0,0,60513,357,290,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7232,6167,Kilo Code,
gen-1761577806-HCKAr9b66ez8xgeVMfWJ,2025-10-27 15:10:06.157,0.003817,,-0.008935,0,0,61953,724,141,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5879,2637,Kilo Code,
gen-1761577799-re9nDrPX8p6ndD3qWNS3,2025-10-27 15:09:59.399,0.003759,,-0.008601,0,0,59575,892,170,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6275,3653,Kilo Code,
gen-1761577789-IpLaGvCxwPWvLxXHoVlh,2025-10-27 15:09:49.855,0.003589,,-0.008266,0,0,57348,773,418,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5526,4121,Kilo Code,
gen-1761577783-ugNTF9g3fIycR3gbUYdL,2025-10-27 15:09:43.162,0.003569,,-0.007843,0,0,55118,779,281,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4911,3482,Kilo Code,
gen-1761577771-2JTPKG1m9zbDHzI2S3mc,2025-10-27 15:09:31.634,0.003632,,-0.007516,0,0,52296,1379,341,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7027,3341,Kilo Code,
gen-1761577763-uTaDDoaLYRmpXL36m0tF,2025-10-27 15:09:23.544,0.010429,,-0.000022,0,0,50113,858,384,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6141,4982,Kilo Code,
gen-1761577745-s1vYgTlfilM6Cn6bODet,2025-10-27 15:09:05.595,0.003745,,-0.006781,0,0,47368,2106,1128,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12748,8284,Kilo Code,
gen-1761577738-mgN1ufkcKjF02HfBQLkC,2025-10-27 15:08:58.456,0.003055,,-0.006443,0,0,45215,912,453,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5020,4055,Kilo Code,
gen-1761577729-C4uzHja6buPQlK00WFWm,2025-10-27 15:08:49.974,0.009207,,,0,0,45787,100,0,x-ai/grok-4-fast,xAI,standard,true,true,,,,12027,5037,Kilo Code,
gen-1761577723-yTd6Lh5y4rcW7fyXzUUY,2025-10-27 15:08:43.025,0.008255,,-0.000085,0,0,40917,316,280,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4694,4594,Kilo Code,
gen-1761577693-s7WhvGfUH0R60mt19rTf,2025-10-27 15:08:13.682,0.002523,,-0.005552,0,0,39057,528,322,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4012,3107,Kilo Code,
gen-1761577684-84cGu14b9OkTIzXkwYA2,2025-10-27 15:08:04.205,0.002819,,-0.005192,0,0,37020,1216,1180,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8058,7973,Kilo Code,
gen-1761577676-fEP0UaWI4P1FYPtCZUf3,2025-10-27 15:07:56.471,0.002572,,-0.004852,0,0,34624,1000,396,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7719,3593,Kilo Code,
gen-1761577670-eJs0zZq0LHlpjOX6qpat,2025-10-27 15:07:50.000,0.00667,,-0.000023,0,0,32357,445,412,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4665,4539,Kilo Code,
gen-1761577536-eDCd34kcBw3bhwqGkbsC,2025-10-27 15:05:36.497,0.002933,,-0.003908,0,0,30412,1519,1259,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12820,11080,Kilo Code,
gen-1761577528-82J7NxFtyDMRjbQsxYwX,2025-10-27 15:05:28.416,0.002238,,-0.003252,0,0,26063,556,522,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6231,6106,Kilo Code,
gen-1761577471-Bh1lSz6B2mBRAuDd2vpq,2025-10-27 15:04:31.038,0.003016,,-0.001758,0,0,21688,875,334,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9532,5605,Kilo Code,
gen-1761577428-l7O2zjpkV1Tegk5AQsSI,2025-10-27 15:03:48.864,0.003983,,-0.000022,0,0,17379,1060,569,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10399,6272,Kilo Code,
gen-1761577394-O0CItxR9dBVtaOKzZNHw,2025-10-27 15:03:14.005,0.003843,,-0.000022,0,0,17408,768,699,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5434,5312,Kilo Code,
gen-1761577185-bVKiAz7pQYeNQxgkKfOg,2025-10-27 14:59:45.705,0.007359,,-0.000022,0,0,35137,708,639,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5703,5526,Kilo Code,
gen-1761576823-r2JsIK20AJf2ByaqqRUJ,2025-10-27 14:53:43.013,0.004481,,-0.009145,0,0,66147,796,136,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7195,2358,Kilo Code,
gen-1761576802-QaWisX3ldFPsm1ndMnso,2025-10-27 14:53:22.059,0.008207,,-0.010697,0,0,89700,1931,1086,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16513,10712,Kilo Code,
gen-1761576786-cnDL5dWbqAfZLxlbLreC,2025-10-27 14:53:06.273,0.006648,,-0.008527,0,0,71324,1821,1694,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,13788,13419,Kilo Code,
gen-1761576773-4qwZ8cczlbiM3475AAl6,2025-10-27 14:52:53.126,0.006725,,-0.005051,0,0,56852,813,765,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10179,9956,Kilo Code,
gen-1761576765-q4AkQEABSBWyzEgkUAhi,2025-10-27 14:52:45.388,0.004184,,-0.002881,0,0,33679,660,638,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5732,5638,Kilo Code,
gen-1761576758-SRFbUt7VzQeFzCKNJXC2,2025-10-27 14:52:38.027,0.00154,,-0.002699,0,0,19214,795,768,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5100,5025,Kilo Code,
gen-1761576752-tEldAzSEfeNfVfzgaX10,2025-10-27 14:52:32.803,0.001323,,-0.002502,0,0,18004,449,433,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3445,3385,Kilo Code,
gen-1761576748-zU7uCq0ryijK6mlCYPdE,2025-10-27 14:52:27.967,0.003506,,-0.000022,0,0,16687,383,353,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3154,3085,Kilo Code,
gen-1761576736-gi09Oga0a75B9QJ9nHED,2025-10-27 14:52:16.292,0.003254,,-0.000085,0,0,14922,712,695,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9486,9396,Kilo Code,
gen-1761576726-KTWJtRw0nKkbOyDqKmyv,2025-10-27 14:52:06.657,0.004042,,-0.008457,0,0,60978,610,414,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6776,4981,Kilo Code,
gen-1761576668-XDWpb5CCbygZ8N1wMLON,2025-10-27 14:51:08.500,0.007381,,-0.004604,0,0,56390,1415,606,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14619,7092,Kilo Code,
gen-1761576653-T4BOkfWGr6VM0OCQcslB,2025-10-27 14:50:53.012,0.002617,,-0.004034,0,0,30699,1024,998,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12210,12077,Kilo Code,
gen-1761576644-OdSkNQ3Y5CGLsPJoMl2V,2025-10-27 14:50:44.201,0.00238,,-0.003447,0,0,26901,895,878,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7567,7503,Kilo Code,
gen-1761576636-2LHHb7MgbLqld1WrWWVm,2025-10-27 14:50:36.579,0.002385,,-0.002603,0,0,22988,782,752,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6059,5953,Kilo Code,
gen-1761576508-YErAuX5Jwn2Jenq7P3Bw,2025-10-27 14:48:28.437,0.003985,,-0.000022,0,0,17361,1071,1053,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,30917,29809,Kilo Code,
gen-1761576406-C6Ba0vCUfSjTOR0nHg32,2025-10-27 14:46:46.407,0.009937,,-0.04552,0,0,135017,1451,530,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,27928,11685,Kilo Code,
gen-1761576392-dWkoYDn3KYurd0vdCAGt,2025-10-27 14:46:32.339,0.002638,,-0.005017,0,0,34680,1441,613,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10673,5195,Kilo Code,
gen-1761576385-8O3ORkvVYm9Xzmc1ntxR,2025-10-27 14:46:25.448,0.004519,,-0.00241,0,0,33456,476,455,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5043,4985,Kilo Code,
gen-1761576380-T0KpyQhj46IZtUUJZSi1,2025-10-27 14:46:20.693,0.00335,,-0.000022,0,0,16072,317,297,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2284,2246,Kilo Code,
gen-1761576376-WBQQcLJyhGz0zG5ZeoTB,2025-10-27 14:46:15.932,0.001377,,-0.001761,0,0,14862,334,318,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2517,2500,Kilo Code,
gen-1761576361-cvvsRdo3Anp2G7B3jEBC,2025-10-27 14:46:01.691,0.008881,,-0.043563,0,0,130063,420,284,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10812,8079,Kilo Code,
gen-1761576336-hIbpw4wHe6Mi5BzFtwk2,2025-10-27 14:45:36.481,0.02479,,,0,0,123950,0,0,x-ai/grok-4-fast,xAI,standard,false,true,,,,15367,7398,Kilo Code,
gen-1761576295-e2RAadiQhJ4SOghvEvol,2025-10-27 14:44:55.518,0.007287,,-0.017228,0,0,119790,1116,227,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12097,5505,Kilo Code,
gen-1761576267-TxOJWBi1iR10UpS63xsm,2025-10-27 14:44:27.551,0.006984,,-0.01657,0,0,114862,1166,198,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,26561,6109,Kilo Code,
gen-1761576256-ZvMNuoXk41yuJcckr27G,2025-10-27 14:44:16.798,0.001497,,-0.002595,0,0,18517,780,470,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6757,5464,Kilo Code,
gen-1761576249-XuP9ccR7NT6B3BIDDLBv,2025-10-27 14:44:09.498,0.001275,,-0.002407,0,0,17310,442,424,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4974,4934,Kilo Code,
gen-1761576242-xkO5t25e7cVC3pc695JP,2025-10-27 14:44:02.251,0.003477,,-0.000022,0,0,16055,577,546,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5101,5047,Kilo Code,
gen-1761576237-eOY3KZ2moj1mt4yyDvOp,2025-10-27 14:43:57.650,0.001364,,-0.001761,0,0,14845,314,298,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2944,2922,Kilo Code,
gen-1761576228-KV4TmJ3WTHuedrBdMCb0,2025-10-27 14:43:48.142,0.006454,,-0.015853,0,0,110478,426,307,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6652,5635,Kilo Code,
gen-1761576212-n5ztim4uDFxPu9XrRMOZ,2025-10-27 14:43:32.001,0.001834,,-0.00305,0,0,21551,1149,564,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12634,7624,Kilo Code,
gen-1761576205-uqc9t6Af7nN7mCfaNyDY,2025-10-27 14:43:24.980,0.001438,,-0.002848,0,0,20341,438,422,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4737,4678,Kilo Code,
gen-1761576193-GhbhVfbKZUbhNNtt5C84,2025-10-27 14:43:13.763,0.004213,,-0.000022,0,0,18994,875,833,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7265,6929,Kilo Code,
gen-1761576186-QX22OsctBKXbrZ98Z1vk,2025-10-27 14:43:06.302,0.001463,,-0.002455,0,0,17682,765,735,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5627,5625,Kilo Code,
gen-1761576181-RuPiEo2i7BThYhl8HlQ4,2025-10-27 14:43:01.556,0.001738,,-0.001761,0,0,16376,450,426,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2888,2822,Kilo Code,
gen-1761576170-20RUH7y73Pl7lvPMQ0TF,2025-10-27 14:42:50.049,0.003457,,-0.000022,0,0,14895,1002,915,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8100,7879,Kilo Code,
gen-1761576160-4swJ7CjyeSpzZJiPX6d0,2025-10-27 14:42:40.084,0.006292,,-0.015155,0,0,105696,616,456,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6536,5607,Kilo Code,
gen-1761576091-zwa1okG4pMn2cV9ov9U3,2025-10-27 14:41:31.618,0.006324,,-0.01444,0,0,101039,1114,283,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10038,4735,Kilo Code,
gen-1761576078-S5b4SNAXQ9gBhy5sAviG,2025-10-27 14:41:18.686,0.005336,,-0.000022,0,0,23943,1140,465,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9402,4066,Kilo Code,
gen-1761576072-qzNAoebRgz8g8dDxxpKU,2025-10-27 14:41:12.772,0.004608,,-0.000085,0,0,22565,362,338,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3625,3542,Kilo Code,
gen-1761576048-flDFoTX4g2lJYzKYWHuE,2025-10-27 14:40:48.654,0.0015,,-0.001761,0,0,14893,566,508,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2859,2750,Kilo Code,
gen-1761576039-rDjc6S8uxAsEhSpIlDg2,2025-10-27 14:40:38.927,0.005651,,-0.013756,0,0,96275,305,185,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5810,4818,Kilo Code,
gen-1761575919-AYRvwybt8chd2oAt4kGb,2025-10-27 14:38:39.223,0.005749,,-0.013074,0,0,91715,961,212,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10912,3677,Kilo Code,
gen-1761575843-NXqEAb8dMxOg6zbZzQQP,2025-10-27 14:37:23.849,0.005506,,-0.012405,0,0,87168,958,213,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7123,3104,Kilo Code,
gen-1761575830-LhXzFEQ0sh2ySY6KJzFI,2025-10-27 14:37:09.954,0.002906,,-0.003863,0,0,31264,1035,651,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7841,5926,Kilo Code,
gen-1761575824-leHjTwbaeyiBgQrVjMSA,2025-10-27 14:37:04.972,0.001626,,-0.003673,0,0,25763,296,276,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2469,2427,Kilo Code,
gen-1761575814-0SYjP9okVSWN3xKAMbPB,2025-10-27 14:36:54.741,0.005176,,-0.000085,0,0,24497,727,687,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8238,8136,Kilo Code,
gen-1761575808-AYmHDcYAXLo0q694bk9u,2025-10-27 14:36:48.583,0.004058,,-0.000022,0,0,19045,544,498,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4241,4165,Kilo Code,
gen-1761575801-3zopXjWCOonxczH4Z0B3,2025-10-27 14:36:41.182,0.005031,,-0.011681,0,0,82711,342,230,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,3977,3426,Kilo Code,
gen-1761575732-kSuKPUBUzUHUXxiHJbgZ,2025-10-27 14:35:32.354,0.005227,,-0.010997,0,0,77882,1297,270,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11399,5020,Kilo Code,
gen-1761575579-RbRknDhN3Gb7eZz80pLu,2025-10-27 14:32:59.579,0.004907,,-0.010249,0,0,73324,984,240,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9375,3134,Kilo Code,
gen-1761575563-qEasJP6G6V0QyI8hrltR,2025-10-27 14:32:43.452,0.009589,,-0.000022,0,0,44918,1256,571,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12154,6146,Kilo Code,
gen-1761575556-XVp7mmcv4YnoQy27BPll,2025-10-27 14:32:36.457,0.003278,,-0.005721,0,0,43688,526,500,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4942,4883,Kilo Code,
gen-1761575551-LqyO1VAXWt5lNB44yhmp,2025-10-27 14:32:31.123,0.002324,,-0.005475,0,0,38150,341,320,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2829,2793,Kilo Code,
gen-1761575541-zw0QvgS1ke77AvSl5dBc,2025-10-27 14:32:21.183,0.002613,,-0.005241,0,0,36510,1106,691,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6166,5006,Kilo Code,
gen-1761575528-aYyqVDlrmK5qzxI6JSLS,2025-10-27 14:32:08.530,0.003225,,-0.004401,0,0,34949,1274,974,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8898,8279,Kilo Code,
gen-1761575523-JJ9Xxk5CJIBtm4gaT8ss,2025-10-27 14:32:03.470,0.001894,,-0.004155,0,0,29349,359,338,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2803,2769,Kilo Code,
gen-1761575515-V9Kgny1i7ki1br7OlmFd,2025-10-27 14:31:55.041,0.002582,,-0.003302,0,0,27706,687,305,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4351,3315,Kilo Code,
gen-1761575511-ynZRwwRjVYBL6ubxozao,2025-10-27 14:31:51.283,0.001349,,-0.003117,0,0,22019,127,106,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,1642,1580,Kilo Code,
gen-1761575504-MDzwk1UTj7BKQoF6ojYd,2025-10-27 14:31:44.770,0.001495,,-0.002865,0,0,20788,407,387,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4399,4347,Kilo Code,
gen-1761575489-Lu3pr7nmCkW7yKzWxAnT,2025-10-27 14:31:29.793,0.003197,,-0.001761,0,0,19109,2274,1821,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10819,9546,Kilo Code,
gen-1761575478-miDQhrBQl6fqbOpgCF4s,2025-10-27 14:31:17.943,0.013972,,-0.000022,0,0,68334,656,460,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8655,7421,Kilo Code,
gen-1761575254-CoNpqAoHbCk8rGAuERc2,2025-10-27 14:27:34.810,0.004504,,-0.00882,0,0,63371,1301,234,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9337,3010,Kilo Code,
gen-1761575241-xPOhrPqA6Mz5HlPkMXnS,2025-10-27 14:27:21.840,0.005516,,-0.000085,0,0,25446,1027,591,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8116,5224,Kilo Code,
gen-1761575236-93CA6RZUZeenuywv5dfH,2025-10-27 14:27:16.687,0.003923,,-0.000022,0,0,19076,261,240,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2049,2010,Kilo Code,
gen-1761575224-Tmk9bNLC9dnV8Xot4RvT,2025-10-27 14:27:04.811,0.004839,,-0.007182,0,0,58806,521,396,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5882,4959,Kilo Code,
gen-1761575141-rjlz8AypnVXQZVusBKco,2025-10-27 14:25:41.804,0.003818,,-0.006424,0,0,47889,1331,261,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7560,3877,Kilo Code,
gen-1761575125-dTB4d0vRgjHA3oSbGC9T,2025-10-27 14:25:25.916,0.003434,,-0.005829,0,0,42835,1395,339,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14442,5625,Kilo Code,
gen-1761575119-5a8zs58BhNvbLChJgTXU,2025-10-27 14:25:19.529,0.002892,,-0.005237,0,0,38870,712,537,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5560,4850,Kilo Code,
gen-1761575108-Mz5JsQwV9Se3szCNSCI0,2025-10-27 14:25:08.727,0.007296,,-0.000022,0,0,34920,670,630,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6463,6450,Kilo Code,
